Device ID,Shot Time,Club,Apex,Apex (GCQ),Attack Angle,Attack Angle (GCQ),Backspin,Backspin (GCQ),Ball Speed,Ball Speed (GCQ),Carry,Carry (GCQ),Club Path,Club Path (GCQ),Club Speed,Club Speed (GCQ),Face Angle,Face Angle (GCQ),Hor Launch Angle,Hor Launch Angle (GCQ),Launch Angle,Launch Angle (GCQ),Side Spin,Side Spin (GCQ),Side Total,Side Total (GCQ),Side Yards,Side Yards (GCQ),Smash Factor,Smash Factor (GCQ),Spin Axis,Spin Axis (GCQ),Spin Rate,Spin Rate (GCQ),Total,Total (GCQ)
FS58D50A92042D,2021-06-23 13:11:53,1W,50,,1.3,,2400,,167.3,,258.2,,-0.2,,116.1,,-2.2,,-2.7,,8.6,,-249,,-20.2,,18.5L,,1.44,,-5.9,,2413,,272.5,
FS58D50A92042D,2021-06-23 13:12:13,1W,91,,---,,2746,,162.5,,290.7,,-1.2,,112,,3.9,,4.1,,9.5,,787,,34.9,,37.1R,,1.45,,16,,2857,,305.3,
FS58D50A92042D,2021-06-23 13:12:33,1W,114,,0.9,,2973,,175.1,,306.2,,-1,,118.1,,3.8,,4,,9.2,,800,,36.3,,39.0R,,1.48,,15.1,,3079,,321.4,
FS58D50A92042D,2021-06-23 13:12:57,1W,71,,0.4,,2957,,169.3,,268.9,,0.6,,116.1,,-0.5,,0.4,,8.6,,292,,13.7,,12.1R,,1.46,,5.6,,2971,,282.9,
FS58D50A92042D,2021-06-23 13:13:18,1W,111,,---,,3284,,167.5,,311.4,,3.2,,114,,2.8,,3.3,,12.6,,-415,,-2.4,,0.7L,,1.47,,-7.2,,3310,,324.4,
FS58D50A92042D,2021-06-23 13:14:29,52,107,,-5.6,,7476,,95.7,,130.4,,1.2,,77.4,,-1.1,,-0.7,,30.3,,707,,5.7,,6.9R,,1.24,,5.4,,7509,,131.2,
FS58D50A92042D,2021-06-23 13:14:51,52,93,,-5.1,,6924,,98.3,,135,,-5,,91.6,,-3.1,,-2.2,,25.2,,806,,-0.5,,1.2L,,1.07,,6.6,,6971,,136.5,
FS58D50A92042D,2021-06-23 13:15:10,52,103,,-6.1,,6545,,89.1,,118.4,,1.8,,77.4,,-0.8,,-0.1,,36.1,,916,,5.6,,6.2R,,1.15,,8,,6609,,119.6,
FS58D50A92042D,2021-06-23 13:15:39,52,109,,-4.8,,7101,,99.9,,132.3,,-4.3,,85.5,,-3.9,,-3.3,,30.2,,858,,4.3,,3.2R,,1.17,,6.9,,7152,,133.4,
FS58D50A92042D,2021-06-23 13:16:00,52,115,,-3.8,,7607,,97.6,,134.1,,1,,85.5,,-0.9,,-0.4,,31.2,,620,,6.3,,5.6R,,1.14,,4.7,,7633,,134.7,
FS58D50A92042D,2021-06-23 13:30:07,7i,89,,-3.2,,5759,,122.4,,175.9,,1.5,,89.6,,-0.9,,0.3,,15.9,,1174,,17,,16.2R,,1.37,,11.5,,5877,,179.9,
FS58D50A92042D,2021-06-23 13:30:34,7i,93,,-2.8,,5333,,127.4,,189,,0.7,,91.6,,-0.7,,0,,15.9,,997,,9.2,,9.4R,,1.39,,10.6,,5425,,193.7,
FS58D50A92042D,2021-06-23 13:30:53,7i,87,,-3.8,,5470,,126.2,,178.7,,0,,89.6,,-1.3,,-2.9,,15,,-211,,-5.3,,6.1L,,1.41,,-2.2,,5474,,183.3,
FS58D50A92042D,2021-06-23 13:31:11,7i,82,,-2.9,,6429,,112.6,,154.6,,1.2,,89.6,,-0.9,,-0.8,,17.8,,-280,,-4.4,,4.9L,,1.26,,-2.5,,6435,,157.3,
FS58D50A92042D,2021-06-23 13:31:28,7i,38,,-3.4,,5469,,123.1,,164,,-3,,95.7,,-2.4,,-2,,6.6,,-631,,-7.7,,8.4L,,1.29,,-6.6,,5506,,171.6,
FS58D50A92042D,2021-06-23 13:32:04,1W,75,,0.9,,3159,,167.5,,276.8,,-1.1,,116.1,,1.6,,2.7,,9.8,,336,,19,,20.4R,,1.44,,6.1,,3177,,290,
FS58D50A92042D,2021-06-23 13:32:27,1W,74,,1.1,,2962,,166.9,,281.1,,-0.8,,114,,2.6,,5.4,,9.4,,694,,30.7,,33.0R,,1.46,,13.2,,3042,,295,
FS58D50A92042D,2021-06-23 13:32:46,1W,89,,1.5,,2967,,167.4,,284.3,,-1.1,,116.1,,1.4,,3.4,,9.5,,780,,32.6,,34.6R,,1.44,,14.7,,3068,,298.2,
FS58D50A92042D,2021-06-23 13:33:07,1W,74,,-0.2,,2384,,173.2,,277.1,,0.1,,120.2,,-3.6,,-3,,8.4,,-8,,-5.2,,4.0L,,1.44,,-0.2,,2384,,292.7,
FS58D50A92042D,2021-06-23 13:33:31,1W,77,,---,,2743,,172.5,,279.7,,1.5,,116.1,,-0.7,,0,,8.3,,451,,20.9,,17.9R,,1.49,,9.3,,2779,,294.9,
FS58D50A92042D,2021-06-23 13:35:24,52,107,,---,,7014,,102.6,,129.7,,---,,77.4,,-4.3,,-5.1,,29,,1029,,-3.7,,2.4L,,1.33,,8.3,,7089,,131.2,
FS58D50A92042D,2021-06-23 13:35:43,52,8,,-6,,3904,,116.8,,115.8,,-3.7,,87.6,,-1.5,,-1.2,,---,,153,,2.1,,1.7R,,1.33,,2.2,,3907,,124.8,
FS58D50A92042D,2021-06-23 13:36:03,52,62,,-6.6,,6819,,92.5,,119.4,,---,,81.5,,-4.2,,-4.1,,19.9,,697,,-1.3,,2.4L,,1.14,,5.8,,6855,,121.4,
FS58D50A92042D,2021-06-23 13:36:24,52,104,,-5.3,,7623,,96.3,,124.6,,-1.6,,83.5,,-1.3,,-1.7,,31,,224,,-3.9,,2.9L,,1.15,,1.7,,7626,,125.3,
FS58D50A92042D,2021-06-23 13:36:46,52,89,,-5,,7331,,96,,121.8,,-3.3,,83.5,,-1.7,,-1.7,,26.7,,846,,1.2,,1.4R,,1.15,,6.6,,7380,,122.7,
