aoa_diffphase_el,aoa_diffphase_az,mean_el_trigger,el_angle_trigger_std,mean_el_flight,el_angle_flight_std,mean_az_trigger,az_angle_trigger_std,mean_az_flight,az_angle_flight_std
0.39649906180677913,0.09023809569549807,0.384525686446001,0.02470442108502596,-0.16770182883090343,0.06789908466208754,-0.14880875542483785,0.021644775857869683
